,who,lang,text
ParlaMint-NO_2016-17_170609.ud586e2064,KES,nob,"['Det voteres så over forslag nr. 21, fra Arbeiderpartiet og Sosialistisk Venstreparti.', 'Forslaget lyder:', '«Stortinget ber regjeringen i samarbeid med partene i arbeidslivet finne tiltak for å øke organisasjonsgraden i det norske arbeidslivet, herunder å lage en opptrappingsplan for å doble fagforeningsfradraget i løpet av neste stortingsperiode.»']"
ParlaMint-NO_2016-17_170609.ud586e2081,KES,nob,"['Det voteres så over forslagene nr. 22–24 og 26, fra Arbeiderpartiet og Sosialistisk Venstreparti.', 'Forslag nr. 22 lyder:', '«Stortinget ber regjeringen fremme forslag om å definere hva en fast ansettelse etter arbeidsmiljøloven bør inneholde. Minimumskrav må være en bestemt stillingsprosent med arbeidsplan som også gir en forutsigbar ukentlig/månedlig arbeidstid, og disse arbeidsvilkårene må fremgå av arbeidsavtalen og dermed utgjøre grunnlaget for lønns- og arbeidsplikt.»', 'Forslag nr. 23 lyder:', '«Stortinget ber regjeringen gjennomgå regelverket for innleie slik at det ikke fortrenger faste ansettelser og rekruttering, men begrenses til arbeidsmiljølovens bestemmelser om midlertidige ansettelser.»', 'Forslag nr. 24 lyder:', '«Stortinget ber regjeringen fremme forslag om å endre arbeidsmiljøloven slik at avtaler med tillitsvalgte om tidsbegrenset innleie og avvik fra arbeidsmiljølovens alminnelige arbeidstidsbestemmelser bare kan inngås der det er hjemlet i landsdekkende overenskomst.»', 'Forslag nr. 26 lyder:', '«Stortinget ber regjeringen gjennomføre en evaluering av konsekvensene ved å øke terskelverdien i forskriften om krav i offentlige kontrakter fra 500 000 kroner til 1,1 mill. kroner og skjerpe kravet til og bruken av lærlinger i offentlige kontrakter.»', 'Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2016-17_170609.ud586e2116,KES,nob,"['Det voteres så over forslagene nr. 27–29, fra Arbeiderpartiet og Sosialistisk Venstreparti.', 'Forslag nr. 27 lyder:', '«Stortinget ber regjeringen fremme forslag om å begrense antall ledd i offentlige kontrakter slik at utgangspunktet er hovedentreprenør og et underliggende ledd, men at flere ledd i leverandørkjeden kan aksepteres når særlig kompetanse eller et fåtall leverandører gjør det nødvendig. Dette må i så fall begrunnes og godkjennes før kontrakt inngås. Innleie omfattes av bestemmelsen.»', 'Forslag nr. 28 lyder:', '«Stortinget ber regjeringen sørge for at det innføres et krav om kartlegging av situasjonen til personer som arbeider ulovlig i Norge før de eventuelt sendes ut av landet, som et ledd i arbeidet mot arbeidslivskriminalitet og menneskehandel.»', 'Forslag nr. 29 lyder:', '«Stortinget ber regjeringen sørge for at myndighetene har en helhetlig tilnærming til hvordan politiet og kontrolletatene møter personer som arbeider uten tillatelse og ikke har lovlig opphold, slik at de som kan være utsatt for grov utnyttelse eller menneskehandel, opplever tillit til myndighetene.»', 'Kristelig Folkeparti og Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2016-17_170609.ud586e2145,KES,nob,"['Det voteres så over forslag nr. 25, fra Arbeiderpartiet og Sosialistisk Venstreparti.', 'Forslaget lyder:', '«Stortinget ber regjeringen fremme forslag om å innføre registreringsplikt for arbeid på eiendom.»', 'Kristelig Folkeparti og Miljøpartiet De Grønne har varslet støtte til forslaget. Senterpartiet har varslet subsidiær støtte til forslaget.']"
ParlaMint-NO_2016-17_170609.ud586e2164,KES,nob,"['Det voteres så over forslagene nr. 1–6, 8, 10–12 og 17, fra Arbeiderpartiet, Senterpartiet og Sosialistisk Venstreparti.', 'Forslag nr. 1 lyder:', '«Stortinget ber regjeringen bidra til å styrke forskningen på sosial dumping og arbeidslivskriminalitet for på den måten bidra til at myndighetene kan fremme tiltak som er treffsikre.»', 'Forslag nr. 2 lyder:', '«Stortinget ber regjeringen sammen med partene i arbeidslivet vurdere om det skal etableres flere treparts bransjeprogram, og viser her blant annet til anleggsbransjen og bilbransjen.»', 'Forslag nr. 3 lyder:', '«Stortinget ber regjeringen fremme forslag om å gjeninnføre faste stillinger som hovedregelen i arbeidsmiljøloven gjennom å fjerne den generelle adgangen til midlertidige ansettelser.»', 'Forslag nr. 4 lyder:', '«Stortinget ber regjeringen fremme forslag om å gjeninnføre kollektiv søksmålsrett og vurdere om retten bør utvides til å omfatte ansatte i utleiebedrift så vel som i innleiebedrift.»', 'Forslag nr. 5 lyder:', '«Stortinget ber regjeringen fremme forslag om å definere «arbeidstaker» og «arbeidsgiver» i lovverket nærmere slik at det blir vanskeligere å omgå arbeidsgiveransvaret eller frata ansatte rettigheter.»', 'Forslag nr. 6 lyder:', '«Stortinget ber regjeringen fremme forslag om å innføre en registreringsplikt for utenlandske tjenesteytere, utstasjonerte og selvstendig næringsdrivende, som utfører arbeid i Norge. Forslaget skal inneholde informasjon om arbeidssted, tidsperiode og de personer som utfører arbeidet.»', 'Forslag nr. 8 lyder:', '«Stortinget ber regjeringen fremme forslag om å styrke allmenngjøringsordningen og gjøre det enklere å ta den i bruk, blant annet ved å forenkle dokumentasjonskravet.»', 'Forslag nr. 10 lyder:', '«Stortinget ber regjeringen sikre et bedre samarbeid mellom utdanningssektoren og arbeidslivets parter. Dette gjøres blant annet gjennom å bidra til at kunnskap om arbeidslivet får økt plass i innholdet i relevante utdanninger og opplæringsløp, ved å legge til rette for at elevene får kunnskap om organiseringen av arbeidslivet, herunder samarbeidet med arbeidslivets parter, svart arbeid og retter og plikter som arbeidstaker, og ved å oppfordre utdanningsinstitusjonene til å trekke på samfunns- og arbeidsliv for å bidra til oppdaterte og relevante utdanninger.»', 'Forslag nr. 11 lyder:', '«Stortinget ber regjeringen fremme forslag om å forbedre godkjenningsordningen for renhold gjennom å sikre at det blir etablert en felles informasjonsportal som bidrar til at det blir enkelt å velge seriøst, og der alle berørte offentlige etater og relevante aktører fra bransjen presenterer sine ressurser samordnet, oversiktlig og brukervennlig.»', 'Forslag nr. 12 lyder:', '«Stortinget ber regjeringen fremme forslag om å innføre forbud mot å kjøpe renhold fra virksomheter som ikke er godkjent av Arbeidstilsynet, og øke kontrollvirksomheten overfor selgere og kjøpere av renhold for å motvirke svart arbeid.»', 'Forslag nr. 17 lyder:', '«Stortinget ber regjeringen vurdere å utvide perioden for lagring av elektroniske mannskapslister til tre år etter at prosjektet er avsluttet.»', 'Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2016-17_170609.ud586e2235,KES,nob,"['Det voteres så over forslagene nr. 7, 9, 13–16 og 18–20, fra Arbeiderpartiet, Senterpartiet og Sosialistisk Venstreparti.', 'Forslag nr. 7 lyder:', '«Stortinget ber regjeringen gjennomføre Seriøsitetsregisteret med den informasjonen som ble beskrevet i rapporten «Enkelt å være seriøs».»', 'Forslag nr. 9 lyder:', '«Stortinget ber regjeringen fremme forslag om å utvide solidaransvar til bestiller, og utvide ansvarets lengde til seks måneder.»', 'Forslag nr. 13 lyder:', '«Stortinget ber regjeringen foreta en helhetlig gjennomgang av regelverket som er til hinder for informasjonsdeling mellom kontrolletatene og mellom kontrolletatene og politiet, herunder reglene om taushetsplikt, med det formål å forenkle og tydeliggjøre regelverket og bedre mulighetene til å dele informasjon for å avdekke og bekjempe arbeidslivskriminalitet.»', 'Forslag nr. 14 lyder:', '«Stortinget ber regjeringen etablere arbeidskriminalitetssentre i alle landets politidistrikter og sikre felles opplæring og planer for disse.»', 'Forslag nr. 15 lyder:', '«Stortinget ber regjeringen sikre bedre kompetanse i offentlig sektor om oppdragsgivers oppfølging av oppdragstakers etterlevelse av krav til lønns- og arbeidsvilkår, herunder sikre at Arbeidstilsynet har tilstrekkelig kompetanse til å føre tilsyn mot sosial dumping.»', 'Forslag nr. 16 lyder:', '«Stortinget ber regjeringen bidra til et bedre samarbeid mellom myndighetene og arbeidslivets parter for å avdekke og motvirke sosial dumping og arbeidslivskriminalitet.»', 'Forslag nr. 18 lyder:', '«Stortinget ber regjeringen sørge for at kontrolletatene og politiet har kompetanse og ressurser til å kunne identifisere og følge opp ofre for arbeidslivskriminalitet og menneskehandel, med det formål å hjelpe personer som utnyttes og som et ledd i arbeidet med å nå dem som står bak organisert arbeidslivskriminalitet og menneskehandel.»', 'Forslag nr. 19 lyder:', '«Stortinget ber regjeringen sørge for at ofre for menneskehandel gis den beskyttelsen de har behov for og krav på etter nasjonal og internasjonal rett.»', 'Forslag nr. 20 lyder:', '«Stortinget ber regjeringen styrke tiltakene overfor konkursryttere ved å vurdere om strafferammene for brudd på konkurslovgivningen bør økes og om terskelen for å bli ilagt konkurskarantene senkes.»', 'Kristelig Folkeparti og Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2016-17_170609.ud586e2300,KES,nob,"['Da blir resultatet at 50 stemte for og 53 stemte mot forslagene fra Arbeiderpartiet, Senterpartiet og Sosialistisk Venstreparti – og dermed er forslagene ikke bifalt.', 'Komiteen hadde innstilt til Stortinget å gjøre slikt']"
ParlaMint-NO_2016-17_170609.ud586e2335,KES,nob,"['Under debatten er det satt fram ett forslag fra Per Olaf Lundteigen på vegne av Senterpartiet og Sosialistisk Venstreparti.', 'Forslaget lyder:', '«Stortinget ber regjeringen gjennomgå norske lover, forskrifter og tariffavtaler med sikte på at disse er overordnet EØS-regler og EU-lovgivning på arbeidslivsområdet, og om nødvendig fremme lovforslag for å sikre dette.»']"
ParlaMint-NO_2016-17_170609.ud586e2368,KES,nob,"['Under debatten er det satt fram ett forslag fra Lise Christoffersen på vegne av Arbeiderpartiet, Senterpartiet og Sosialistisk Venstreparti.', 'Forslaget lyder:', '«Stortinget ber regjeringen foreslå nødvendige lovendringer som sikrer likeverdige pensjonsordninger uavhengig av driftsform, og som sikrer ansatte rett til å beholde minst like gode pensjonsytelser som før, ved privatisering og anbudsutsetting av offentlige oppgaver, virksomheter og støttefunksjoner ', '.»']"
ParlaMint-NO_2016-17_170609.ud586e2401,KES,nno,"['Under debatten er det satt fram i alt tre forslag. Det er', 'forslagene nr. 1 og 2, fra Per Olaf Lundteigen på vegne av Arbeiderpartiet, Senterpartiet og Sosialistisk Venstreparti', 'forslag nr. 3, fra Per Olaf Lundteigen på vegne av Senterpartiet', 'Det voteres først over forslag nr. 3 fra Senterpartiet.', 'Forslaget er endret under debatten og lyder – med den foretatte endring:', '«Stortinget bed regjeringa snarast mogleg og seinast innan september 2017 igjen senda alle utbetalingsmeldingar til pensjonistar og uføre som har bedt om det, på papir. Saman med kvar utbetalingsmelding skal det liggja ved informasjon om at mottakaren kan få framtidige utbetalingsmeldingar tilsendt elektronisk dersom ein registrerer seg som digital brukar på nav.no.»', 'Arbeiderpartiet og Sosialistisk Venstreparti har varslet støtte til forslaget.']"
ParlaMint-NO_2016-17_170609.ud586e2429,KES,nob,"['Det voteres så over forslag nr. 1, fra Arbeiderpartiet, Senterpartiet og Sosialistisk Venstreparti.', 'Forslaget lyder:', '«Stortinget ber regjeringen evaluere ordningen om at landets pensjonister og uføre i dag ikke får sine pensjons- og trygdeutbetalinger på papir som tidligere, og snarest mulig fremme sak om nødvendige tiltak for å følge opp denne evalueringen.»', 'Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2016-17_170609.ud586e2448,KES,nob,"['Det voteres så over forslag nr. 2, fra Arbeiderpartiet, Senterpartiet og Sosialistisk Venstreparti.', 'Forslaget lyder:', '«Stortinget ber regjeringen snarest mulig sikre at de mottakere som ber om det, får motta utbetalingsinformasjon per papir.»', 'Kristelig Folkeparti og Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2016-17_170609.ud586e2477,KES,nob,"['Bak innstillingen står Høyre, Fremskrittspartiet og Venstre.', 'Arbeiderpartiet, Kristelig Folkeparti, Senterpartiet, Sosialistisk Venstreparti og Miljøpartiet De Grønne har varslet subsidiær støtte til komiteens innstilling.']"
ParlaMint-NO_2016-17_170609.ud586e2568,KES,nob,['Dermed er dagens kart ferdigbehandlet. Forlanger noen ordet før møtet heves? – Møtet er hevet.']
ParlaMint-NO_2013-14_140115.ud2605e1046,KES,nno,"['Dette spørsmålet, fra representanten Audun Lysbakken til justis- og beredskapsministeren, blir tatt opp av representanten Gina Knutson Barstad.']"
ParlaMint-NO_2013-14_140115.ud2605e1110,KES,nob,"['Dette spørsmålet, fra representanten Heikki Eidsvoll Holmås til olje- og energiministeren, vil bli besvart av klima- og miljøministeren som rette vedkommende. Spørsmålet blir tatt opp av representanten Ingunn Gjerstad.']"
ParlaMint-NO_2013-14_140115.ud2605e1236,KES,nob,"['Det foreligger ikke noe referat. Dermed er dagens kart ferdigbehandlet.', 'Forlanger noen ordet før møtet heves? – Møtet er hevet.']"
ParlaMint-NO_2016-17_170426.ud590e1477,KES,nob,"['Dette spørsmålet, fra representanten Rigmor Aasrud til arbeids- og sosialministeren, vil bli besvart av justis- og beredskapsministeren som rette vedkommende.']"
ParlaMint-NO_2016-17_170426.ud590e1585,KES,nob,"['Det foreligger ikke noe referat.', 'Dermed er dagens kart ferdigbehandlet. Forlanger noen ordet før møtet heves? – Møtet er hevet.']"
ParlaMint-NO_2006-07_070307.ud2620e838,KES,nob,"['Dette spørsmålet, fra representanten Bjørg Tørresdal til kommunal- og regionalministeren, er overført til arbeids- og inkluderingsministeren som rette vedkommende.']"
ParlaMint-NO_2007-08_071130.ud2622e225,KES,nob,"['Presidenten ber om at taletiden overholdes.', 'Representanten Kari Lise Holmberg har tatt opp det forslaget hun refererte.']"
ParlaMint-NO_2007-08_071130.ud2622e384,KES,nob,"['Replikkordskiftet er over.', 'De talere som heretter får ordet, har en taletid på inntil 3 minutter.']"
ParlaMint-NO_2007-08_071130.ud2622e412,KES,nob,"['Presidenten ber om at taletiden overholdes.', 'Presidenten er heller ikke sikker på om ordet «tøv» er et parlamentarisk uttrykk.']"
ParlaMint-NO_2007-08_071130.ud2622e472,KES,nob,"['Bjørg Tørresdal har hatt ordet to ganger og får ordet til en kort merknad, begrenset til 1 minutt.']"
ParlaMint-NO_2007-08_071130.ud2622e482,KES,nob,"['Kari Lise Holmberg har også hatt ordet to ganger og får ordet til en kort merknad, begrenset til 1 minutt.']"
ParlaMint-NO_2007-08_071130.ud2622e493,KES,nob,"['Rolf Reikvam har også hatt ordet to ganger og får ordet til en kort merknad, begrenset til 1 minutt.']"
ParlaMint-NO_2007-08_071130.ud2622e598,KES,nob,"['Presidenten er litt usikker på om å bruke ordet «forkastelig» om et forslag, er parlamentarisk.']"
ParlaMint-NO_2007-08_071130.ud2622e646,KES,nob,"['Presidenten vil foreslå at de som får ordet fra nå av, får en taletid på inntil 3 minutter, og anser det som vedtatt.']"
ParlaMint-NO_2007-08_071130.ud2622e760,KES,nob,"['Under debatten har Kari Lise Holmberg satt fram et forslag på vegne av Høyre, Kristelig Folkeparti og Venstre. Forslaget er under debatten omgjort til et oversendelsesforslag og lyder i endret form:', '«Det henstilles til Regjeringen å legge frem til behandling en egen sak om psykisk helse og hjelpetilbud for flyktninger og asylsøkere, deriblant også kartlegging av den psykiske helsetilstanden til nyankomne asylsøkere/flyktninger.»', 'Presidenten vil foreslå at forslaget oversendes Regjeringen uten realitetsvotering. – Det anses vedtatt.']"
ParlaMint-NO_2007-08_071130.ud2622e784,KES,nob,['Under debatten har Per-Willy Amundsen satt fram sju forslag på vegne av Fremskrittspartiet.']
ParlaMint-NO_2007-08_071130.ud2622e852,KES,nob,"['Det foreligger ikke noe referat.', 'Dermed er dagens kart ferdigbehandlet. Forlanger noen ordet i henhold til forretningsordenens § 37a før møtet heves? – Møtet er hevet.']"
ParlaMint-NO_2015-16_160414.ud2628e735,KES,nob,"['Representanten Ketil Kjenseth har tatt opp de forslagene han refererte til.', 'Det blir replikkordskifte.']"
ParlaMint-NO_2015-16_160414.ud2628e830,KES,nob,['Representanten Kirsti Bergstø har tatt opp de forslagene hun refererte til.']
ParlaMint-NO_2015-16_160414.ud2628e1124,KES,nob,"['De talere som heretter får ordet, har en taletid på inntil 3 minutter.']"
ParlaMint-NO_2015-16_160414.ud2628e1632,KES,nob,"['Representanten Kirsti Bergstø har hatt ordet to ganger tidligere og får ordet til en kort merknad, begrenset til 1 minutt.']"
ParlaMint-NO_2015-16_160414.ud2628e1707,KES,nob,"['Da har representanten Anette Trettebergstuen tatt opp de forslagene hun refererte til, med de forandringene hun også refererte til.']"
ParlaMint-NO_2015-16_160414.ud2628e1746,KES,nob,"['Etter ønske fra familie- og kulturkomiteen vil presidenten foreslå at taletiden blir begrenset til 5 minutter til hver partigruppe og 5 minutter til medlem av regjeringen.', 'Videre vil presidenten foreslå at det blir gitt anledning til inntil fem replikker med svar etter innlegg fra medlem av regjeringen innenfor den fordelte taletid, og at de som måtte tegne seg på talerlisten utover den fordelte taletid, får en taletid på inntil 3 minutter.', '– Det anses vedtatt.']"
ParlaMint-NO_2015-16_160414.ud2628e1790,KES,nob,['Representanten Kjersti Toppe har tatt opp de forslagene hun refererte til.']
ParlaMint-NO_2015-16_160414.ud2628e1973,KES,nob,"['Presidenten vil foreslå at taletiden blir begrenset til 5 minutter til hver partigruppe og 5 minutter til medlemmer av regjeringen.', 'Videre vil presidenten foreslå at det gis anledning til tre replikker med svar etter innlegg fra partienes hovedtalspersoner og seks replikker med svar etter innlegg fra medlemmer av regjeringen innenfor den fordelte taletid, og at de som måtte tegne seg på talerlisten utover den fordelte taletid, får en taletid på inntil 3 minutter.', '– Det anses vedtatt.']"
ParlaMint-NO_2015-16_160414.ud2628e2792,KES,nob,"['Representanten Heikki Eidsvoll Holmås har hatt ordet to ganger tidligere og får ordet til en kort merknad, begrenset til 1 minutt.']"
ParlaMint-NO_2015-16_160414.ud2628e2856,KES,nob,"['Representanten Ola Elvestuen har hatt ordet to ganger tidligere og får ordet til en kort merknad, begrenset til 1 minutt.']"
ParlaMint-NO_2015-16_160414.ud2628e2866,KES,nob,"['Representanten Terje Aasland har hatt ordet to ganger tidligere og får ordet til en kort merknad, begrenset til 1 minutt.']"
ParlaMint-NO_2015-16_160414.ud2628e2881,KES,nob,"['Før vi går til votering, vil representanten Rasmus Hansson framsette et representantforslag.']"
ParlaMint-NO_2015-16_160414.ud2628e2889,KES,nob,"['Forslaget vil bli behandlet på reglementsmessig måte.', 'Da er Stortinget klar til å gå til votering.']"
ParlaMint-NO_2015-16_160414.ud2628e2898,KES,nob,"['Under debatten er det satt fram 78 forslag. Det er', 'forslagene nr. 1–6, 8–12, 15, 16 og 18–23, fra Anette Trettebergstuen på vegne av Arbeiderpartiet og Kristelig Folkeparti forslagene nr. 24, 25, 27–29, 31–37 og 39–43, fra Anette Trettebergstuen på vegne av Arbeiderpartiet forslag nr. 44, fra Geir Jørgen Bekkevold på vegne av Kristelig Folkeparti forslagene nr. 45–62, fra Ketil Kjenseth på vegne av Venstre forslagene nr. 63–73, fra Kjersti Toppe på vegne av Senterpartiet forslagene nr. 74–80, fra Kirsti Bergstø på vegne av Sosialistisk Venstreparti forslagene nr. 81 og 82, fra Anette Trettebergstuen på vegne av Arbeiderpartiet og Kristelig Folkeparti forslagene nr. 83–86, fra Anette Trettebergstuen på vegne av Arbeiderpartiet', 'Presidenten gjør oppmerksom på at forslagene nr. 81 og 82 erstatter forslagene nr. 7 og 17 i innstillingen, samt at forslagene nr. 83–86 erstatter forslagene nr. 26, 29, 30 og 38 i innstillingen.', 'Ketil Kjenseth har bedt om ordet til voteringen.']"
ParlaMint-NO_2015-16_160414.ud2628e2935,KES,nob,"['Da går vi til votering.', 'Det voteres først over forslag nr. 75, fra Sosialistisk Venstreparti.', 'Forslaget lyder:', '«Stortinget ber regjeringen legge til rette for forsøk med redusert arbeidstid med full lønnskompensasjon, særlig i sektorer der sykefraværet er høyt.»', 'Voteringstavlene viste at 95 representanter stemte mot og 4 representanter stemte for forslaget fra Sosialistisk Venstreparti.']"
ParlaMint-NO_2015-16_160414.ud2628e2954,KES,nno,"['Det voteres på nytt over forslag nr. 75, fra Sosialistisk Venstreparti.']"
ParlaMint-NO_2015-16_160414.ud2628e2965,KES,nob,"['Det voteres over forslagene nr. 74 og 80, fra Sosialistisk Venstreparti.', 'Forslag nr. 74 lyder:', '«Stortinget ber regjeringen gjennomføre en landsdekkende flerårig satsing i skolen mot seksuell trakassering.»', 'Forslag nr. 80 lyder:', '«Stortinget ber regjeringen vurdere en nasjonal støtteordning for etablering av flere tekniske sentre etter modell fra Flekkefjord for å øke jenters erfaring med og interesse for teknologi.»', 'Arbeiderpartiet har varslet støtte til forslagene.']"
ParlaMint-NO_2015-16_160414.ud2628e2988,KES,nob,"['Det voteres over forslag nr. 76, fra Sosialistisk Venstreparti.', 'Forslaget lyder:', '«Stortinget ber regjeringen fremme forslag om å erstatte kontantstøtten med en ventestønad i påvente av barnehageplass.»', 'Arbeiderpartiet og Venstre har varslet støtte til forslaget.']"
ParlaMint-NO_2015-16_160414.ud2628e3006,KES,nob,"['Det voteres over forslagene nr. 78 og 79, fra Sosialistisk Venstreparti.', 'Forslag nr. 78 lyder:', '«Stortinget ber regjeringen foreta en gjennomgang av arbeidsmiljø og øvrige forhold ved landets strippeklubber med sikte på å motvirke utnyttelse av kvinner.»', 'Forslag nr. 79 lyder:', '«Stortinget ber regjeringen sikre at det gjennomføres jevnlige nasjonale omfangsundersøkelser om vold og seksuelle overgrep.»', 'Arbeiderpartiet og Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2015-16_160414.ud2628e3029,KES,nob,"['Det voteres over forslag nr. 77, fra Sosialistisk Venstreparti.', 'Forslaget lyder:', '«Stortinget ber regjeringen jobbe internasjonalt for å bekjempe trafficking og for at det innføres retningslinjer mot sexkjøp for FN-soldater.»', 'Arbeiderpartiet, Senterpartiet, Venstre og Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2015-16_160414.ud2628e3047,KES,nob,"['Det voteres over forslag nr. 46, fra Venstre.', 'Forslaget lyder:', '«Stortinget ber regjeringen sette mål om, og jobbe for, at 40 prosent av lederne på alle nivåer i staten skal være kvinner.»', 'Voteringstavlene viste at 92 representanter stemte mot og 5 representanter stemte for forslaget fra Venstre.']"
ParlaMint-NO_2015-16_160414.ud2628e3064,KES,nob,"['Det voteres på nytt over forslag nr. 46, fra Venstre.']"
ParlaMint-NO_2015-16_160414.ud2628e3076,KES,nob,"['Det voteres over forslag nr. 57, fra Venstre.', 'Forslaget lyder:', '«Stortinget ber regjeringen innføre regler om meldeplikt for dem som i dag har en plikt til å avverge kjønnslemlestelse.»', 'Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2015-16_160414.ud2628e3094,KES,nob,"['Det voteres over forslag nr. 60, fra Venstre.', 'Forslaget lyder:', '«Stortinget ber regjeringen innføre en tredje kjønnskategori.»', 'Sosialistisk Venstreparti og Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2015-16_160414.ud2628e3112,KES,nob,"['Det voteres over forslag nr. 50, fra Venstre.', 'Forslaget lyder:', '«Stortinget ber regjeringen fremme forslag til Stortinget om å gi far selvstendig rett til foreldrepenger, inkludert fedrekvoten.»', 'Senterpartiet og Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2015-16_160414.ud2628e3130,KES,nob,"['Det voteres over forslag nr. 51, fra Venstre.', 'Forslaget lyder:', '«Stortinget ber regjeringen fremme forslag til Stortinget om å avvikle kontantstøtten.»', 'Arbeiderpartiet har varslet støtte til forslaget. Sosialistisk Venstreparti har varslet subsidiær støtte til forslaget.']"
ParlaMint-NO_2015-16_160414.ud2628e3148,KES,nob,"['Det voteres over forslagene nr. 47, 52, 54, 61 og 62, fra Venstre.', 'Forslag nr. 47 lyder:', '«Stortinget ber regjeringen som en del av en skolelederutdanning sikre at rektorer, lærere og andre ansatte i skolen gis opplæring i hvordan man forhindrer mobbing og seksuell trakassering.»', 'Forslag nr. 52 lyder:', '«Stortinget ber regjeringen utarbeide en ny handlingsplan for likestilling i barnehage og grunnopplæring, som også inkluderer skolefritidsordning/aktivitetsskole.»', 'Forslag nr. 54 lyder:', '«Stortinget ber regjeringen gjennomføre forsøk med karriereveiledning tidligere i skoleløpet for tidligere å vise jobbmuligheter som bryter med tradisjonelle kjønnsrollemønstre.»', 'Forslag nr. 61 lyder:', '«Stortinget ber regjeringen sørge for at kvinners reproduktive helse og rettigheter skal være en prioritert oppgave for Norge i internasjonale fora og i dialog og samarbeid med andre land.»', 'Forslag nr. 62 lyder:', '«Stortinget ber regjeringen sørge for at Norge går foran internasjonalt for å fremme rettigheter til seksuelle minoriteter.»', 'Arbeiderpartiet, Sosialistisk Venstreparti og Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2015-16_160414.ud2628e3187,KES,nob,"['Det voteres over forslagene nr. 55, 56, 58 og 59, fra Venstre.', 'Forslag nr. 55 lyder:', '«Stortinget ber regjeringen komme tilbake til Stortinget på egnet måte med en plan for å rekruttere flere menn til helse- og omsorgsfag.»', 'Forslag nr. 56 lyder:', '«Stortinget ber regjeringen styrke diskrimineringsvernet for minoritetskvinner og legge bedre til rette for at minoritetskvinner kan delta i samfunnet på lik linje med norske kvinner.»', 'Forslag nr. 58 lyder:', '«Stortinget ber regjeringen legge til rette for mer bruk av heltidsstillinger i helse- og omsorgssektoren.»', 'Forslag nr. 59 lyder:', '«Stortinget ber regjeringen i arbeidet med innholdet i skolen om å styrke seksualundervisningen og sørge for at undervisningen også tar for seg kjønn og seksuell orientering.»', 'Arbeiderpartiet, Senterpartiet, Sosialistisk Venstreparti og Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2015-16_160414.ud2628e3220,KES,nob,"['Det voteres over forslag nr. 49, fra Venstre.', 'Forslaget lyder:', '«Stortinget ber regjeringen fremme forslag til Stortinget om å innføre en tredeling av foreldrepermisjonen.»', 'Senterpartiet og Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2015-16_160414.ud2628e3238,KES,nob,"['Det voteres over forslag nr. 53, fra Venstre.', 'Forslaget lyder:', '«Stortinget ber regjeringen om å utrede hvordan etablering av en treårig profesjonsutdanning for karriereveiledere kan bidra til at flere menn søker seg til typiske kvinneyrker.»', 'Arbeiderpartiet og Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2015-16_160414.ud2628e3256,KES,nob,"['Det voteres over forslag nr. 70, fra Senterpartiet.', 'Forslaget lyder:', '«Stortinget ber regjeringen utarbeide en ny nasjonal handlingsplan for forebygging og behandling mot osteoporose ', ' og osteoporotiske brudd.»', 'Arbeiderpartiet og Sosialistisk Venstreparti har varslet støtte til forslaget.']"
ParlaMint-NO_2015-16_160414.ud2628e3274,KES,nob,"['Det voteres over forslagene nr. 69 og 71, fra Senterpartiet.', 'Forslag nr. 69 lyder:', '«Stortinget ber regjeringen styrke ordningen &quot;Inkludering i Idrettslag&quot; for å sikre inkludering barn og ungdom med innvandrerbakgrunn, med særlig vekt på jenter, og barn og ungdom fra familier med lav betalingsevne.»', 'Forslag nr. 71 lyder:', '«Stortinget ber regjeringen vurdere å utvide vaksinetilbudet mot humant papillomavirus ', ' til også å gjelde gutter.»', 'Arbeiderpartiet, Sosialistisk Venstreparti og Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2015-16_160414.ud2628e3297,KES,nob,"['Det voteres over forslag nr. 72, fra Senterpartiet.', 'Forslaget lyder:', '«Stortinget ber regjeringen fremme tiltak for forbedring av forebygging, behandling og oppfølging av personer med inkontinenssykdom.»', 'Arbeiderpartiet, Kristelig Folkeparti og Sosialistisk Venstreparti har varslet støtte til forslaget.']"
